Original_Title,Normalized_Title,Primary_Attribute,Secondary_Attribute,Group_ID,Notes
Weight (lb),Other,Other,,group_664,"Language: unknown; Ambiguous title, requires manual review"
Weightless Tee Monogram Sleeve - Navy,Letter,Letter,,group_957,Language: en
Weightless Tee Monogram Sleeve - Pearl White,Color,Color,,group_957,Language: en
Weight (Size),Size,Size,,group_26,Language: unknown
Weight/Stamp,Other,Other,,c4b85b25-ab7b-4788-b3eb-878648d987e8,"Language: unknown; Ambiguous title, requires manual review"
Welcome Home Mercury Flower Diffuser,Other,Other,,7e4f7e18-0a3a-49bf-96aa-e5b23eb1805b,"Language: en; Ambiguous title, requires manual review"
Western Cedar,Other,Other,,04964c12-f875-4ed3-945b-d0eb50601d7c,"Language: en; Ambiguous title, requires manual review"
What do you want engrave?,Other,Other,,52cc10d4-3401-4ef1-8722-7d2da5475e9e,"Language: en; Ambiguous title, requires manual review"
What Parts Do You Need?,Other,Other,,48a6bb3c-e3c4-449a-bae5-9b13d94d9297,"Language: en; Ambiguous title, requires manual review"
What's your dog's size?,Size,Size,,644fabb5-9352-4fc2-ab0a-edc81988840f,Language: en
What Wheelchair Size Do You Have?,Size,Size,,a55ba2e3-b106-4db7-8ae2-e646550d2120,Language: en
Wheel Holder Width,Size,Size,,5d02cf0c-9976-4bd5-bd30-7670655b7b52,Language: unknown
Wheel Material,Material,Material,,34cc1456-05aa-4c4a-811e-542b691cf66f,Language: unknown
Wheel size,Size,Size,,group_170,Language: unknown
Wheel Spacing,Other,Other,,ead15166-afe0-4791-acae-af943890658c,"Language: en; Ambiguous title, requires manual review"
Where do you live?,Other,Other,,7fd040df-bf3a-44a0-aa47-ba70c2413e3e,"Language: en; Ambiguous title, requires manual review"
Where do you want to go?,Other,Other,,5b6c6c4b-f62c-42fa-bb85-19d2c92385fc,"Language: en; Ambiguous title, requires manual review"
Whey ISO Protein Flavor:,Scent,Scent,,18ad5bf1-f905-49ce-bd75-d2df5c0b3cd4,Language: en
Whey PRO Protein Flavor:,Scent,Scent,,a99ff2b6-8b51-4e28-bec7-0992f0dbbdc8,Language: unknown
Whey Protein 1,Other,Other,,3c8864bd-3562-40b3-87a3-d3a7b2847b93,"Language: unknown; Ambiguous title, requires manual review"
Whey Protein Isolate Powder (Flavor),Scent,Scent,,28abcfab-b67c-435e-b11e-81af534dca51,Language: en
Which Chair,Other,Other,,6995a694-e6d0-4c5b-afeb-1cfb7f0051c1,"Language: en; Ambiguous title, requires manual review"
Which Do You Have?,Other,Other,,group_892,"Language: en; Ambiguous title, requires manual review"
Which Option?,Other,Other,,group_663,"Language: en; Ambiguous title, requires manual review"
Which pack?,Quantity,Quantity,,78263e3b-5f69-4d14-a2a4-61e51bd5fa1b,Language: en
Which Tin,Other,Other,,ae507fa1-57ea-4d3c-966d-ced37341a202,"Language: unknown; Ambiguous title, requires manual review"
white,Other,Other,,group_266,Language: en
White Blazer (Size),Size,Size,,20a2673c-61e9-4846-99fa-0b9865c5d50f,Language: unknown
White Distressed Skinny Jeans (Size),Size,Size,,group_417,Language: en
White Essentials T-Shirt (Size),Size,Size,,922e3f6f-0276-4a83-80ba-5ec4c337f74c,Language: unknown
White Gold,Color,Color,,dd566384-f1e3-43b7-9812-c10354961eba,Language: en
White Japanese Soda T-Shirt (Size),Size,Size,,678ad3fa-97e0-4352-819b-90529a7ddac6,Language: en
White on Nude Embroidered Pant (Size),Size,Size,,317390c6-d26d-4279-a591-134b3282ec5c,Language: en
White on Nude Emrboidered V-Neck Top (Size),Size,Size,,824f9077-0046-4219-afe3-0dadcad80e24,Language: en
White on White Embroidered Flared Tulle Skirt (Size),Size,Size,,83d83538-f408-4cc7-99c0-f007a0bba56e,Language: en
White Pants (Size),Size,Size,,group_250,Language: unknown
White Ribbon Embroidered Straight Skirt (Size),Size,Size,,36ee6a0b-fd7f-4b74-97d7-620836054033,Language: en
White Ribbon Embroidered Top (Size),Size,Size,,ef7c9ec7-2a66-4da6-84b3-427f18d75d7e,Language: en
White Script Crew Socks (Size),Size,Size,,a3cb91cb-df85-4550-a0d2-e0b06b7acd18,Language: en
White Skinny Jeans (Size),Size,Size,,group_417,Language: en
White stones,Color,Color,,group_677,Language: en
White Tropical Springtails ,Color,Color,,5edbf0e6-cc89-4797-bec6-06ea61cfb499,Language: en
Whole Bean or Ground?,Other,Other,,374d9d38-a896-48c5-9769-4a5b0905ec6d,"Language: en; Ambiguous title, requires manual review"
wick size,Size,Size,,group_958,Language: unknown
Wick Size,Size,Size,,group_958,Language: unknown
Wide Legged Brocade Pant (Size),Size,Size,,group_752,Language: unknown
Wide legged Pant (Size),Size,Size,,group_752,Language: unknown
Wide Legged Pant (Size),Size,Size,,group_752,Language: unknown
Wide Leg Pyjama Trousers Loxodonta Print Chambray/Red,Other,Other,,group_481,"Language: en; Ambiguous title, requires manual review"
Wide Leg Pyjama Trousers The Bromley Parrot Print Pink/Blue,Other,Other,,13889fa9-2da0-42ea-a25a-f707cb3aa3a9,"Language: en; Ambiguous title, requires manual review"
Wide Leg Pyjama Trousers Tide Print Cocoa/Cream,Other,Other,,group_678,"Language: en; Ambiguous title, requires manual review"
Wide Mouth,Other,Other,,a35c4ecb-48ae-449b-9817-e724aa303eaa,"Language: en; Ambiguous title, requires manual review"
Wide Mouth LIds with Valve + MVP Pump + Lid Key + Lid Bands + Lid Organizer,Other,Other,,group_959,"Language: en; Ambiguous title, requires manual review"
Wide Mouth Plain & Lids w/ Valves + MVP Pump + Adapter +  Lid Key + Lid Bands + Lid Organizer,Other,Other,,group_959,"Language: en; Ambiguous title, requires manual review"
Width (at top),Size,Size,,b887a397-3adf-4375-9efe-15e95ca1c35e,Language: en
Width Of Door,Size,Size,,49bc0673-eff2-48a4-983d-ed0387e70243,Language: unknown
Wig Size,Size,Size,,group_680,Language: unknown
WILDERR TAUPE SUEDE (Size),Size,Size,,5cd8d8f9-3ba7-41d0-bb80-e2546119c1a0,Language: unknown
Window Hinge - Single,Other,Other,,f0add31b-451a-47cc-9e24-c3c4f7bad6da,"Language: unknown; Ambiguous title, requires manual review"
Window Latch Replacement,Other,Other,,1273db0a-26bf-46ed-8ec0-148776ef0435,"Language: en; Ambiguous title, requires manual review"
Windowsill Self-Watering Microgreens Tray — Color,Color,Color,,eaa44eff-38d3-4ca5-b672-a40c0dee0d5a,Language: en
Window Size,Size,Size,,a27ee168-d2f7-42d5-a1d4-4172e327ae56,Language: unknown
"Window Spring Clip w/Rivet, Kit of 4",Other,Other,,f2bc6462-3b46-4d2a-8ef9-264301e6c016,"Language: en; Ambiguous title, requires manual review"
Winslet Dress in Green Jelly Sequins (Size),Size,Size,,93b4a7a1-f54f-479c-bef3-63d3b0db2d21,Language: en
Winter Weight Bamboo Comforter (Size),Size,Size,,b509e7b4-4739-4d40-a2b5-ff961ae2ac3a,Language: unknown
WINTER WONDERLAND,Other,Other,,group_960,"Language: unknown; Ambiguous title, requires manual review"
WIpe,Other,Other,,3ff42c1b-e531-445f-acb3-34e32719c46d,"Language: en; Ambiguous title, requires manual review"
Wires,Other,Other,,614193d1-88bb-4a6b-9491-f30027463c41,"Language: en; Ambiguous title, requires manual review"
Wire size,Size,Size,,a9737e8d-87a5-4ad1-bcb1-c8f20f0bba82,Language: unknown
Witchy Hat Color,Color,Color,,00e9f0e6-af1b-4c13-9b1b-424bc99b8e6e,Language: en
With Border,Other,Other,,group_961,"Language: en; Ambiguous title, requires manual review"
With Logo,Other,Other,,23a2f935-40cf-4b1c-8039-9e99add5421c,"Language: en; Ambiguous title, requires manual review"
With Or Without Stand,Other,Other,,46c8e5ae-0556-4476-ab90-2441dacfc08d,"Language: en; Ambiguous title, requires manual review"
With Pot,Other,Other,,9e20df34-1875-4ca6-88cb-faa6d733e824,"Language: en; Ambiguous title, requires manual review"
With White Border,Color,Color,,group_961,Language: en
WOCA Diamond Oil Active (Diamond Oil Colors),Other,Other,Color,group_876,"Language: en; Ambiguous title, requires manual review"
WOCA Diamond Oil Active (Quantity),Quantity,Quantity,,group_876,Language: en
WOCA Exterior Oil 2.5 liter (Exterior Colors),Other,Other,Color,09ea0f00-c400-4a12-95d9-7340bce4ca1f,"Language: en; Ambiguous title, requires manual review"
WOCA Exterior Wood Cleaner (Quantity),Material,Material,,1e15add8-eedf-423e-a1fb-97f84acaa68b,Language: en
WOCA Exterior Wood Oil (Exterior Colors),Material,Material,Color,group_962,Language: en
WOCA Exterior Wood Oil (Quantity),Material,Material,,group_962,Language: en
WOCA Master Color Oil (Master Color Oil),Color,Color,,group_883,Language: en
WOCA Master Color Oil (Quantity),Color,Color,,group_883,Language: en
WOCA Natural Soap - Hardwood Floor Cleaner (Color:),Color,Color,,690dc64c-eb9f-4dd5-9faf-5e26bb078f84,Language: en
WOCA Oil Refreshing Soap (Colors),Other,Other,Color,group_963,"Language: en; Ambiguous title, requires manual review"
WOCA Oil Refreshing Soap Spray (Colors),Other,Other,Color,group_963,"Language: en; Ambiguous title, requires manual review"
Women's Bamboo Stretch-Knit Kimono Robe (Size),Size,Size,,f28e215b-c5e8-465c-aa4e-d3150b0705c9,Language: unknown
Women's Bamboo Stretch-Knit Long Sleeve Pajama Set (Size),Size,Size,,e3a67f7b-7a5c-4fba-822c-59712404fa70,Language: en
"Women's Classic Heated Vest 7.4V, W2118 (Size)",Size,Size,,fd981b85-5b0f-4735-90f3-ea96f7956e1e,Language: en
Women's Diesel Overalls (Size),Size,Size,,e3fa092a-5eb3-411d-bc74-f0bea31aadc4,Language: unknown
womens footwear,Other,Other,,f06b80ab-d51a-4ad5-9cb1-4b3e7bdc8d13,"Language: en; Ambiguous title, requires manual review"
"Women's Heated Jacket 7.4V, W2168 (Size)",Size,Size,,f45dd7b2-529b-4a5a-b36d-8ecb8ca55033,Language: en
Women's Indigo Marble Overalls (Size),Size,Size,,e90d1161-6774-4123-af45-f679ce8a2957,Language: unknown
Women's Low-waisted Brief Size,Size,Size,,d9728648-de06-4689-a8c3-0603e8bf5239,Language: en
Women's Shirt Size,Size,Size,,group_964,Language: unknown
Womens Size,Size,Size,,group_964,Language: unknown
Women's Superlite™ Jeans Diesel (Size),Size,Size,,2774f266-cc83-4487-9c53-178f87ada189,Language: unknown
Women's Superlite™ Jeans Moss (Size),Size,Size,,25620480-bfce-47cf-9250-99147e6dd804,Language: en
wonderland too - iridescent (Size),Size,Size,,927bbbdd-058e-4fa3-9b46-7cbe1f76f118,Language: unknown
wonderland - winter white (Size),Size,Size,,group_960,Language: unknown
Wonder Net Hook,Hardware,Hardware,,39958d72-c4cc-48b4-ae15-62d5209f509a,Language: unknown
Wood and Top Finish,Material,Material,,group_965,Language: en
Wooden Box,Other,Other,,f1adb06d-8bbb-4f1d-8b58-900a22228fba,"Language: unknown; Ambiguous title, requires manual review"
Wood & Finish,Material,Material,,group_965,Language: en
Wood Finish and Upholstery,Material,Material,,da1d7001-6ea5-4029-9510-70fd75a4de81,Language: en
Wood Headboard Colors,Material,Material,Color,02b2e328-5918-4578-a180-93501171ec41,Language: en
Wood type,Material,Material,,cf8dd502-82cf-469c-aff2-e623345d0112,Language: en
Woody 3 in 1 Color,Color,Color,,5db2572c-766a-4e1a-a418-bba38c7d7ff9,Language: en
"Wordmark 24"" Leggings - Black",Color,Color,,abf666fa-65f2-4d7f-96ca-9609aa17b426,Language: unknown
"Wordmark 24"" Leggings - Orange.Com",Other,Other,,90d7fd14-92f9-4ef9-b8b6-05853ce7b946,"Language: unknown; Ambiguous title, requires manual review"
Wordmark Racer Back Bra - Orange.Com,Other,Other,,2f3162f3-9b61-4b9c-9552-ff0b820d99a4,"Language: en; Ambiguous title, requires manual review"
Wordmark Racer Back Bra - Pearl White,Color,Color,,f11d8f28-9c2d-4248-9432-f9a697e7973b,Language: en
WorkPad Color,Color,Color,,6d458281-00db-4054-b0d5-ff761d840386,Language: en
WorkPad Pro Colors,Other,Other,Color,305d20fe-0ba4-4d21-b94f-b646892a2ada,"Language: en; Ambiguous title, requires manual review"
Worktop Oil (Colors),Other,Other,Color,2a7b0779-c10d-4ddd-bbee-c83e18bc72e3,"Language: en; Ambiguous title, requires manual review"
Would you like a name added?,Letter,Letter,,aa04a34f-73ac-4e66-a307-e76765c03b27,Language: en
Would you like to add a 1 oz Blender's Choice Iced Tea?  (Only $5),Other,Other,,515f3513-38df-4a19-a38f-75a841cd1fdf,"Language: en; Ambiguous title, requires manual review"
Wrap Hoodie (Size),Size,Size,,group_966,Language: unknown
Wrap Options,Other,Other,,f7ca0bb7-82f0-4dc3-b4c9-2a21e9d8d12d,"Language: en; Ambiguous title, requires manual review"
Wrap Size,Size,Size,,group_589,Language: unknown
Wrap Skirt (Size),Size,Size,,group_967,Language: unknown
Wrap Types,Other,Other,,a233f8ad-83d7-4300-b9f8-c23467fb8df7,"Language: unknown; Ambiguous title, requires manual review"
Wreath Sash,Other,Other,,badef053-9cda-4223-a923-3153ca62682d,"Language: en; Ambiguous title, requires manual review"
Wrist Guard Size,Size,Size,,3e6548db-83b0-4738-ac00-587e101f8a29,Language: unknown
Wrist Size ,Size,Size,,group_728,Language: unknown
w/ Tableware Trio,Other,Other,,c434a20f-634c-4ed3-aacb-1613f27bdd98,"Language: en; Ambiguous title, requires manual review"
WUSH™ 2.0 Pro Ear Cleaner (Color),Color,Color,,4d2b38a9-71c7-45f5-89c1-0541ee856d86,Language: en
X54 (Color),Color,Color,,group_729,Language: unknown
Xena Size,Size,Size,,f6f7f227-b80b-456a-a62a-b7152a6eef2a,Language: unknown
XL50,Other,Other,,449a6f4d-188f-40be-abca-1a0539857627,"Language: unknown; Ambiguous title, requires manual review"
XL- Includes 4 Bags,Size,Size,,17b9a07a-1a28-4a7f-983a-afbf88df30d9,Language: unknown
YakOSnaks Himalayan Yak Chew,Other,Other,,98eafccc-a5fa-43ee-9c63-88cc786ba77a,"Language: unknown; Ambiguous title, requires manual review"
YakOsnaks Size,Size,Size,,89b5fb5d-ee09-4710-b042-70e2785e3734,Language: unknown
yard,Other,Other,,group_757,"Language: unknown; Ambiguous title, requires manual review"
Yard Sale (Size),Size,Size,,group_968,Language: unknown
Yard Sale Youth (Size),Size,Size,,group_968,Language: en
Yarn Color,Color,Color,,0d04ec1f-f9d7-4d59-b73a-b8e57df3a3d7,Language: en
Y-Brief Black,Color,Color,,group_377,Language: unknown
Y-Brief Olive Green,Color,Color,,f99a22d5-2a4f-4296-b073-970b739231e2,Language: en
Y-Brief (Size),Size,Size,,group_377,Language: unknown
year,Other,Other,,group_235,"Language: unknown; Ambiguous title, requires manual review"
Year of Production,Other,Other,,1635c07c-c239-4370-b411-3ef77f698da5,"Language: en; Ambiguous title, requires manual review"
Year of the Dragon Sheer Tights (Size),Size,Size,,49068207-4125-4caf-bfd0-abd0e36f4740,Language: en
Year Of The Snake Pump Cover BEIGE (Size),Size,Size,,group_969,Language: en
Year Of The Snake Pump Cover BLACK (Size),Size,Size,,group_969,Language: en
Year Range,Other,Other,,ae0412dc-cdd1-49f4-a26e-1912f8908fea,"Language: unknown; Ambiguous title, requires manual review"
Yellow,Other,Other,,e845884e-1f9f-4c22-a0d3-00e4874b20fa,"Language: unknown; Ambiguous title, requires manual review"
Yellow Blue Check Bandeau (Size),Size,Size,,group_970,Language: unknown
Yellow Blue Check Pant (Size),Size,Size,,group_970,Language: en
Yellow Tie Dye Hoodie (Size),Size,Size,,group_939,Language: unknown
Yellow Tie Dye Shorts (Size),Size,Size,,group_939,Language: en
Yerba Mate,Other,Other,,25324b17-baeb-464f-b23b-2703613485ff,"Language: unknown; Ambiguous title, requires manual review"
YF Fabric Color,Color,Color,,274424e0-eee0-495a-a39a-90be5a47128d,Language: unknown
Y Neck Knit Shirt (Size),Size,Size,,1c7e5d0b-284d-439c-8af0-30e8bc96f49c,Language: unknown
Y Neck Shirt (Size),Size,Size,,group_971,Language: unknown
Your 14 Serving Bag,Other,Other,,d1402773-0b5a-4a30-a626-0543134e7a1a,"Language: en; Ambiguous title, requires manual review"
your bean,Other,Other,,b4d65f9b-499f-4825-9840-75282b078811,"Language: en; Ambiguous title, requires manual review"
your blend,Other,Other,,fe710e11-21ca-4945-81ef-e0196dc629af,"Language: unknown; Ambiguous title, requires manual review"
your coffee,Other,Other,,group_176,"Language: en; Ambiguous title, requires manual review"
Your Coffee,Other,Other,,group_176,"Language: en; Ambiguous title, requires manual review"
Your Device’s Port,Other,Other,,48c91456-6c1f-43f5-9f5b-6a7b753e7128,"Language: unknown; Ambiguous title, requires manual review"
Your Frame,Other,Other,,group_972,"Language: unknown; Ambiguous title, requires manual review"
Your Hat ,Other,Other,,group_51,"Language: en; Ambiguous title, requires manual review"
Your Location,Other,Other,,group_973,"Language: unknown; Ambiguous title, requires manual review"
Your Offer,Other,Other,,group_244,"Language: en; Ambiguous title, requires manual review"
Your Personal Taffy Flavor,Scent,Scent,,340b2007-9785-41c0-a9b8-fe58c4241def,Language: en
Your Size,Size,Size,,f86f70fb-b951-45e8-bd08-042cd61efb43,Language: en
Your Wax ,Other,Other,,group_888,"Language: unknown; Ambiguous title, requires manual review"
Youth Liner,Other,Other,,7803e5aa-5f04-4886-ac3b-65c5ae1a2d90,"Language: en; Ambiguous title, requires manual review"
Yuka Column Dress in Black Seersucker Cloque (Size),Size,Size,,b19319aa-0a08-42a8-a388-af665a1de04b,Language: en
Zero Gravity Organic Latex Topper (Size),Size,Size,,43ce93f7-770a-4474-aafc-cdc0399e0524,Language: en
ZEV BLACK BOX (Size),Size,Size,,ddb7ea99-2b6c-4a60-ae10-54b45ef3a801,Language: unknown
ZEV PANT - GREY (Size),Size,Size,,3ec75449-e98b-44e8-a96e-a167c23b6052,Language: unknown
Zig Zag Stitch Pant (Size),Size,Size,,group_974,Language: unknown
Zig Zag Stitch Shirt (Size),Size,Size,,group_974,Language: unknown
Zip Blazer (Size),Size,Size,,b24d4ea3-e718-4b75-9ff5-1d5e4c1ac4d7,Language: unknown
Zip Cuff Pant (Size),Size,Size,,8329b731-9f98-4226-9269-41f15cb086a3,Language: unknown
Zip Pant (Size),Size,Size,,b28fd275-909a-4a92-b1d6-6ab1328338ec,Language: unknown
Zipper Type,Style,Style,,group_881,Language: unknown
ZMA (Size),Size,Size,,6fee463e-52d3-4692-a375-9b264079dca4,Language: unknown
ZODIAC,Other,Other,,group_21,"Language: unknown; Ambiguous title, requires manual review"
Zodiaco,Other,Other,,805a29a9-f4cc-4a73-937d-f737ca9983ca,"Language: unknown; Ambiguous title, requires manual review"
Zodiac Pendant,Other,Other,,3c1d377e-54eb-492c-8067-77ccf6ab9695,"Language: unknown; Ambiguous title, requires manual review"
Zodiac Sign:,Other,Other,,group_270,"Language: unknown; Ambiguous title, requires manual review"
ZODIAC SIGN,Other,Other,,group_270,"Language: unknown; Ambiguous title, requires manual review"
Zone,Other,Other,,76a45261-8bce-40d6-978a-7c42b8b35ce6,"Language: unknown; Ambiguous title, requires manual review"
Z-Wave,Other,Other,,71b1b0da-fb0a-4258-aaaa-e93a26f6da39,"Language: unknown; Ambiguous title, requires manual review"
Варіанти,Other,Other,,f9ad7d69-7ec5-4f32-b13e-dfebfddc9d83,"Language: unknown; Ambiguous title, requires manual review"
Номінали,Other,Other,,9c34bc3c-f563-494e-b46f-c2530bc17389,"Language: unknown; Ambiguous title, requires manual review"
Ромір,Other,Other,,9417deea-c8af-404a-94cb-e31e02d6567b,"Language: unknown; Ambiguous title, requires manual review"
材料,Other,Other,,0b7007bd-fd6a-4e6e-b87b-5c4a915f6438,"Language: unknown; Ambiguous title, requires manual review"
样式,Other,Other,,f031fdb2-56c8-47c0-8006-c8b82473704f,"Language: unknown; Ambiguous title, requires manual review"
種類,Other,Other,,954812e9-dc65-4abd-bd58-809135127315,"Language: unknown; Ambiguous title, requires manual review"
面额,Other,Other,,29310616-68ba-4875-9522-ebc95103fecb,"Language: unknown; Ambiguous title, requires manual review"
|,Other,Other,,7a8f86d4-8d93-4f78-8dbc-10677ce7ef4a,"Language: unknown; Ambiguous title, requires manual review"
香り,Other,Other,,3700fe41-381f-45a5-95ec-5ff7b5d3a8a9,"Language: unknown; Ambiguous title, requires manual review"
#,Other,Other,,8e1a9720-2fef-4aa8-a16f-c5f6aa47d750,"Language: unknown; Ambiguous title, requires manual review"
➤,Other,Other,,3c6e5eec-0179-4faa-9e66-ae147cacca3e,"Language: unknown; Ambiguous title, requires manual review"
‎ ,Other,Other,,20c87e18-d742-42d4-ac03-df0f56beb0fc,"Language: unknown; Ambiguous title, requires manual review"
100g,Other,Other,,c74f6dd8-11fe-48fa-963d-c3e074daaff1,"Language: unknown; Ambiguous title, requires manual review"
"100% Veggie Blend: Peas, Corn & Carrots (Quantity)",Quantity,Quantity,,6a2fc335-46f4-443f-bc3d-db89a3ec97e3,Language: en
100W 20000mAh Power Bank,Other,Other,,cecc5a50-6965-4706-aabb-cc408a0befb0,"Language: unknown; Ambiguous title, requires manual review"
100W 4-Port GaN Charger,Other,Other,,3ef58fa4-f399-4e30-a6a6-90a510053ab9,"Language: en; Ambiguous title, requires manual review"
100W Desktop Charger+,Other,Other,,12e1e1c4-25c0-461d-925c-b387a065f19f,"Language: unknown; Ambiguous title, requires manual review"
10K RX Battery Mount,Other,Other,,16939aaa-3f6b-49d8-ba0b-4aac7fff1775,"Language: en; Ambiguous title, requires manual review"
10K TWINKLE CHAIN,Hardware,Hardware,,1b0d18de-9935-4115-ab76-cabbbab7d2bb,Language: unknown
10mL Fragrance or 50mL Body Spray,Scent,Scent,,8d8d218f-2724-4d02-8567-1fdbf8a47b29,Language: en
10 MM MIAMI CUBAN BRACELET LENGTH,Size,Size,,group_975,Language: en
10 MM MIAMI CUBAN LENGTH,Size,Size,,group_975,Language: unknown
10mm  Small Hoop Earrings Color,Color,Color,,331fbe68-ecc9-422e-aa04-a61ded8e79c7,Language: en
10 oz,Other,Other,,faa5163b-af5e-46d1-ab7c-22ea3eedbcbf,"Language: unknown; Ambiguous title, requires manual review"
10' Screen Package (White),Color,Color,,group_820,Language: en
"10"" Screen Package (White)",Color,Color,,group_820,Language: en
12-18 inch bare root plants,Other,Other,,3b01e14c-7164-49a7-9504-5e2f9fd3f36d,"Language: en; Ambiguous title, requires manual review"
12-18 inches & 1-gal,Other,Other,,96119e7d-5fac-4aaf-99d1-ea248e0752b0,"Language: en; Ambiguous title, requires manual review"
12mm Small Hoop Earrings Color,Color,Color,,e33d428d-5d4b-441d-98e3-e30548215fee,Language: en
12 oz Classic Kid's Insulated Water Bottle with Sport Cap (Color),Color,Color,,2ebfd8c8-1836-4806-812f-3484ca40762c,Language: en
12oz Double Walled Porcelain Travel Cup with Stainless Steel Infuser (Color),Color,Color,,374f84b8-8833-40d6-acc1-c28ad4c2ed8a,Language: en
12 Pack,Quantity,Quantity,,f14616e7-ae70-45a0-9b68-1be7974bc79f,Language: unknown
12' Screen Package (White),Color,Color,,group_820,Language: en
"12"" Screen Package (White)",Color,Color,,group_820,Language: en
130W Car Charger,Other,Other,,8e5e9ced-66df-440a-955f-c3ad7946281f,"Language: en; Ambiguous title, requires manual review"
13x4 Frontal,Other,Other,,771d1398-93ae-4eb1-8d23-6825af26b6fc,"Language: unknown; Ambiguous title, requires manual review"
140W USB C GaN Charger,Other,Other,,c3c64a8f-5acb-4aaa-8855-6f5fa4bfbc5a,"Language: en; Ambiguous title, requires manual review"
14K Gold Color,Color,Color,,group_976,Language: en
14K GOLD COLOR,Color,Color,,group_976,Language: unknown
14 MM MIAMI CUBAN LENGTH,Size,Size,,c7f240d6-d397-4e38-8b7b-bbd72780e88b,Language: unknown
14mm Small Hoop Earrings Color,Color,Color,,68afe27d-f5e7-40eb-8b85-e560752d15a7,Language: en
"1.5"" Louvered Vent",Other,Other,,20060d01-52f7-4803-84d1-f1dd85b5f7ba,"Language: unknown; Ambiguous title, requires manual review"
16 oz. Bowls Color,Color,Color,,04f56405-7277-4202-8944-df908090e0da,Language: en
16 oz TKWide Insulated Coffee Tumbler with Café Cap (Color),Color,Color,,40239934-cdb2-4e9f-8355-a79fa0ed5274,Language: en
174HUDSON Suspension Dropper Seatpost (Step 1 Select Your Size),Size,Size,,group_977,Language: en
174HUDSON Suspension Dropper Seatpost (Step 2 Select Your Drop Size),Size,Size,,group_977,Language: en
1776 We The People Mili Green T-Shirt (SIZE),Size,Size,,4442ad77-5081-46a0-b24f-131f06e66e0a,Language: en
18k,Other,Other,,17a02207-a84e-4f8b-b35b-87bda132abbc,"Language: unknown; Ambiguous title, requires manual review"
1.99,Other,Other,,0e929f3f-5464-43eb-946a-31eb21b00a14,"Language: unknown; Ambiguous title, requires manual review"
1 Bag,Other,Other,,group_46,"Language: unknown; Ambiguous title, requires manual review"
1 Face,Other,Other,,group_145,"Language: unknown; Ambiguous title, requires manual review"
1kg (2.2lbs),Other,Other,,a7fcab46-4d09-4687-bcfb-ccb488f64d29,"Language: unknown; Ambiguous title, requires manual review"
"1 Large Boned-Out Game Bags, 2 Medium Boned-Out Game Bags",Other,Other,,group_978,"Language: en; Ambiguous title, requires manual review"
1 lb.,Other,Other,,group_664,"Language: unknown; Ambiguous title, requires manual review"
1-oz,Other,Other,,3ccc4b92-d81f-473f-b41e-670558680ece,"Language: unknown; Ambiguous title, requires manual review"
1 pair of custom straps  + Attachment,Quantity,Quantity,,group_979,Language: en
1 pair of custom straps no attachment ,Quantity,Quantity,,group_979,Language: en
1pc,Other,Other,,0a2a6140-1a2f-4fb2-8ae7-0f6c5a505c77,"Language: unknown; Ambiguous title, requires manual review"
1st - bib - color,Color,Color,,e31d56bc-922d-4618-a6b4-2e97aee35d66,Language: unknown
1st Candle Color,Color,Color,,group_754,Language: en
1st Candle Scent,Scent,Scent,,group_754,Language: en
1 Step or 2 Step?,Other,Other,,group_908,"Language: unknown; Ambiguous title, requires manual review"
1st Fragrance Body Mist,Scent,Scent,,53015a70-51ea-42a9-9946-e6a17e215c4c,Language: en
1st Shake:,Other,Other,,525663e8-351a-424f-a809-c261f5266551,"Language: unknown; Ambiguous title, requires manual review"
1ST TENNIS CHAIN,Hardware,Hardware,,group_826,Language: en
1ST TENNIS CHAIN LENGTH,Size,Size,,group_826,Language: en
200ML,Other,Other,,7401a163-5589-4ddd-a0b7-8c355932cf0c,"Language: unknown; Ambiguous title, requires manual review"
200 ML BODY CREAM,Other,Other,,158c2454-e0e7-400d-b850-e36eaa6c2aa2,"Language: unknown; Ambiguous title, requires manual review"
200 mL Body Sprays,Other,Other,,34aaf69a-46d6-42fe-b23e-5395a6a0ea16,"Language: unknown; Ambiguous title, requires manual review"
200W GaN Charger,Other,Other,,5a456250-5de5-4d47-903f-167ecd80dc3d,"Language: unknown; Ambiguous title, requires manual review"
20 oz TKWide Insulated Water Bottle with Twist Cap (Choose Color),Color,Color,,group_758,Language: en
20 oz TKWide Insulated Water Bottle with Twist Cap (Color),Color,Color,,group_758,Language: en
"21.5"" x 21.5""",Other,Other,,dacfe752-91a8-43f1-b4a2-299a3db5ca56,"Language: unknown; Ambiguous title, requires manual review"
"21"" Door Window Gasket Kits",Other,Other,,c95df95b-7e5a-4c6a-937c-5021b4090f08,"Language: unknown; Ambiguous title, requires manual review"
"21"" Door Window pack size",Size,Size,,1ffd24c0-538d-4fae-b134-ff6fc1c6eda2,Language: unknown
"21"" Stalker Corner Window Gasket Kits",Other,Other,,group_980,"Language: unknown; Ambiguous title, requires manual review"
"21"" Stalker Corner Window Size",Size,Size,,group_980,Language: unknown
23 oz Rise Food Box - Lunch (Color),Color,Color,,1e65063a-8438-479d-88c1-40df6fe90eb7,Language: en
